date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:46:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2002:16:54%20GMT	http://www.dpsssiddipet.com/robots.txt		(from )
07:46:55	28950/28950	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:16:54%20GMT	http://www.dpsssiddipet.com/	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/index.html	(from )
07:46:56	161409/161409	---M-Z	200	added ('OK')	text/css	etag:%223280293-27681-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/bootstrap/css/bootstrap.min.css	(from http://www.dpsssiddipet.com/)
07:46:57	92208/92208	---M-Z	200	added ('OK')	text/css	etag:%2232806b6-16830-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/icofont/icofont.min.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/icofont/icofont.min.css	(from http://www.dpsssiddipet.com/)
07:46:57	63235/63235	---M-Z	200	added ('OK')	text/css	etag:%223280336-f703-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/boxicons/css/boxicons.min.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/boxicons/css/boxicons.min.css	(from http://www.dpsssiddipet.com/)
07:46:58	110438/110438	---M-Z	200	added ('OK')	text/css	etag:%2232806e1-1af66-61bacd6109600-gzip%22	http://www.dpsssiddipet.com/assets/vendor/remixicon/remixicon.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/remixicon/remixicon.css	(from http://www.dpsssiddipet.com/)
07:46:58	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%2232806c9-d17-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/owl.carousel/assets/owl.carousel.min.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/owl.carousel/assets/owl.carousel.min.css	(from http://www.dpsssiddipet.com/)
07:46:59	71750/71750	---M-Z	200	added ('OK')	text/css	etag:%22328027a-11846-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/animate.css/animate.min.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/animate.css/animate.min.css	(from http://www.dpsssiddipet.com/)
07:46:59	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%22328027e-65c5-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/aos/aos.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/aos/aos.css	(from http://www.dpsssiddipet.com/)
07:47:01	73890/73890	---M-Z	200	added ('OK')	text/css	etag:%226760ad4c-51a1%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.2/css/all.min.css	C:/My%20Web%20Sites/dpsssiddipet/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.2/css/all.min.css	(from http://www.dpsssiddipet.com/)
07:47:02	35464/35464	---M-Z	200	added ('OK')	text/css	etag:%223280202-8a88-62cff8e5ce840-gzip%22	http://www.dpsssiddipet.com/assets/css/style.css	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/css/style.css	(from http://www.dpsssiddipet.com/)
07:47:03	34530/34530	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:03%20GMT	http://www.dpsssiddipet.com/onlineRegis.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/onlineRegis.html	(from http://www.dpsssiddipet.com/)
07:47:03	162264/162264	---MCZ	200	added ('OK')	text/css	etag:W/%22279d8-G+N7YjBsjAxndbtMk8XkxOE9l3U%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/dpsssiddipet/cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	(from http://www.dpsssiddipet.com/)
07:47:03	3054/3054	---M--	200	added ('OK')	image/webp	etag:%2232800ae-bee-62cbfdb7c5c40%22	http://www.dpsssiddipet.com/images/school-logo/360-icon.webp	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/images/school-logo/360-icon.webp	(from http://www.dpsssiddipet.com/)
07:47:04	26771/26771	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:04%20GMT	http://www.dpsssiddipet.com/aboutus.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/aboutus.html	(from http://www.dpsssiddipet.com/)
07:47:04	23514/23514	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:04%20GMT	http://www.dpsssiddipet.com/principal.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/principal.html	(from http://www.dpsssiddipet.com/)
07:47:04	23446/23446	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:05%20GMT	http://www.dpsssiddipet.com/founder.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/founder.html	(from http://www.dpsssiddipet.com/)
07:47:05	24439/24439	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:05%20GMT	http://www.dpsssiddipet.com/preprimary.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/preprimary.html	(from http://www.dpsssiddipet.com/)
07:47:05	25360/25360	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:06%20GMT	http://www.dpsssiddipet.com/primarySchool.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/primarySchool.html	(from http://www.dpsssiddipet.com/)
07:47:06	24178/24178	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:06%20GMT	http://www.dpsssiddipet.com/middleSchool.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/middleSchool.html	(from http://www.dpsssiddipet.com/)
07:47:06	23886/23886	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:07%20GMT	http://www.dpsssiddipet.com/beyondacademics.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/beyondacademics.html	(from http://www.dpsssiddipet.com/)
07:47:07	25601/25601	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:07%20GMT	http://www.dpsssiddipet.com/assessment.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assessment.html	(from http://www.dpsssiddipet.com/)
07:47:07	24888/24888	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:07%20GMT	http://www.dpsssiddipet.com/education.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/education.html	(from http://www.dpsssiddipet.com/)
07:47:08	24272/24272	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:08%20GMT	http://www.dpsssiddipet.com/extracurricular.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/extracurricular.html	(from http://www.dpsssiddipet.com/)
07:47:08	23918/23918	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:08%20GMT	http://www.dpsssiddipet.com/cocurricular.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/cocurricular.html	(from http://www.dpsssiddipet.com/)
07:47:09	40898/40898	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:09%20GMT	http://www.dpsssiddipet.com/schoolpermises.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/schoolpermises.html	(from http://www.dpsssiddipet.com/)
07:47:09	23969/23969	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:09%20GMT	http://www.dpsssiddipet.com/safety.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/safety.html	(from http://www.dpsssiddipet.com/)
07:47:10	23742/23742	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:10%20GMT	http://www.dpsssiddipet.com/enrollmentGuide.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/enrollmentGuide.html	(from http://www.dpsssiddipet.com/)
07:47:10	24093/24093	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:10%20GMT	http://www.dpsssiddipet.com/ageCriteria.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/ageCriteria.html	(from http://www.dpsssiddipet.com/)
07:47:12	25146/25146	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:11%20GMT	http://www.dpsssiddipet.com/documentRequired.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/documentRequired.html	(from http://www.dpsssiddipet.com/)
07:47:12	22633/22633	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:13%20GMT	http://www.dpsssiddipet.com/events.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/events.html	(from http://www.dpsssiddipet.com/)
07:47:13	208313/208313	---M--	200	added ('OK')	image/png	etag:%223280095-32db9-62cbeb3aafd80%22	http://www.dpsssiddipet.com/images/school-logo/siddipet-lg.png	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/images/school-logo/siddipet-lg.png	(from http://www.dpsssiddipet.com/)
07:47:13	21513/21513	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:13%20GMT	http://www.dpsssiddipet.com/gallery.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/gallery.html	(from http://www.dpsssiddipet.com/)
07:47:13	21509/21509	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:13%20GMT	http://www.dpsssiddipet.com/transport.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/transport.html	(from http://www.dpsssiddipet.com/)
07:47:15	25092/25092	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2002:17:14%20GMT	http://www.dpsssiddipet.com/contact.php	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/contact.html	(from http://www.dpsssiddipet.com/)
07:49:20	806162/806162	---M--	200	added ('OK')	image/jpeg	etag:%22328035f-c4d12-62cbe47d7d740%22	http://www.dpsssiddipet.com/images/home-slider/slider1.jpg	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/images/home-slider/slider1.jpg	(from http://www.dpsssiddipet.com/)
07:49:32	89476/89476	---M-Z	200	added ('OK')	text/javascript	etag:%2232806b9-15d84-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/jquery/jquery.min.js	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/jquery/jquery.min.js	(from http://www.dpsssiddipet.com/)
07:49:37	84378/84378	---M-Z	200	added ('OK')	text/javascript	etag:%223280328-1499a-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from http://www.dpsssiddipet.com/)
07:49:38	2532/2532	---M-Z	200	added ('OK')	text/javascript	etag:%2232806bf-9e4-61bacd5f21180-gzip%22	http://www.dpsssiddipet.com/assets/vendor/jquery.easing/jquery.easing.min.js	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/jquery.easing/jquery.easing.min.js	(from http://www.dpsssiddipet.com/)
07:49:38	5020/5020	---M-Z	200	added ('OK')	text/javascript	etag:%2232806df-139c-61bacd6109600-gzip%22	http://www.dpsssiddipet.com/assets/vendor/php-email-form/validate.js	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/php-email-form/validate.js	(from http://www.dpsssiddipet.com/)
07:49:39	9028/9028	---M-Z	200	added ('OK')	text/javascript	etag:%2232806eb-2344-61bacd6109600-gzip%22	http://www.dpsssiddipet.com/assets/vendor/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/dpsssiddipet/www.dpsssiddipet.com/assets/vendor/waypoints/jquery.waypoints.min.js	(from http://www.dpsssiddipet.com/)
